director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_imdb_link
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Action Comedy Documentary,jackass 3d,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1
Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo,Adventure Horror Thriller,jaws 2,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1
Raja Gosnell,Jamie Lee Curtis,Nick Zano,Ali Hillis,Adventure Comedy Drama Family Romance,beverly hills chihuahua,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1
James Wan,Mackenzie Foy,Lili Taylor,Hayley McFarland,Horror Mystery Thriller,the conjuring,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1
Brian Levant,Nia Long,Tracy Morgan,Jay Mohr,Adventure Comedy Family Romance,are we there yet?,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1
Ben Falcone,Gary Cole,Mark Duplass,Ben Falcone,Comedy,tammy,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1
D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,Drama Mystery Thriller,disturbia,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1
Richard Linklater,Miranda Cosgrove,Sarah Silverman,Mike White,Comedy Music,school of rock,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1
Paul W.S. Anderson,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,Action Adventure Fantasy Sci-Fi Thriller,mortal kombat,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1
Paul McGuigan,Jessica Paré,Christopher Cousins,Mark Camacho,Drama Mystery Romance Thriller,wicker park,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1
Keenen Ivory Wayans,Busy Philipps,Jaime King,Brittany Daniel,Comedy Crime,white chicks,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1
Alexander Payne,Shailene Woodley,Nick Krause,Beau Bridges,Comedy Drama,the descendants,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1
Andrew Davis,Tim Blake Nelson,Zane Holtz,Ski Carr,Adventure Comedy Drama Family Mystery,holes,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1
Julie Anne Robinson,Kelly Preston,Bobby Coleman,Melissa Ordway,Drama Family Music Romance,the last song,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1
Steve McQueen,Quvenzhané Wallis,Scoot McNairy,Taran Killam,Biography Drama History,12 years a slave,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1
Charles Stone III,Leonard Roberts,Nick Cannon,Jason Weaver,Comedy Drama Music Romance,drumline,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1
Tyler Perry,Michael Jai White,Cicely Tyson,Tasha Smith,Comedy Drama Romance,why did i get married too?,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1
Tim Burton,Johnny Depp,Dianne Wiest,Conchata Ferrell,Fantasy Romance,edward scissorhands,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1
Thea Sharrock,Sam Claflin,Emilia Clarke,Brendan Coyle,Drama Romance,me before you,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1
Tyler Perry,John Amos,Tom Arnold,Romeo Miller,Comedy Crime Drama,madea's witness protection,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1
William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,Action Crime Drama Thriller,the french connection,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1
Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Comedy,bad moms,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1
Aaron Seltzer,Alyson Hannigan,Carmen Electra,Fred Willard,Comedy Romance,date movie,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1
Robin Budd,Roger Rees,Rob Paulsen,Spencer Breslin,Adventure Animation Family Fantasy,return to never land,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1
Ava DuVernay,David Oyelowo,Tom Wilkinson,Oprah Winfrey,Biography Drama History,selma,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1
Steve Trenbirth,Haley Joel Osment,Phil Collins,Tony Jay,Adventure Animation Family Musical,the jungle book 2,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1
Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,Drama Horror Mystery Thriller,boogeyman,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1
Mennan Yapo,Nia Long,Amber Valletta,Marc Macaulay,Drama Mystery Thriller,premonition,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1
Jun Falkenstein,Kath Soucie,John Fiedler,Ken Sansom,Animation Comedy Drama Family Musical,the tigger movie,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1
Jaume Collet-Serra,Jimmy Bennett,CCH Pounder,Aryana Engineer,Horror Mystery Thriller,orphan,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1
Boaz Yakin,Jay Hernandez,Joseph Julian Soria,Edgar Arreola,Adventure Family,max,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1
unknown,Lamman Rucker,David Mann,Denise Boutte,Comedy,meet the browns            ,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1
Jason Friedberg,David Carradine,Carmen Electra,Fred Willard,Adventure Comedy,epic movie,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1
John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy,conan the barbarian,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1
Tom McCarthy,Billy Crudup,Jamey Sheridan,Brian d'Arcy James,Biography Crime Drama History,spotlight,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1
Neil LaBute,Jay Hernandez,Justin Chambers,Robert Pine,Crime Drama Thriller,lakeview terrace,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1
Takashi Shimizu,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Horror Thriller,the grudge 2,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1
Kevin Rodney Sullivan,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,Comedy Drama Romance,how stella got her groove back,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1
Peter Hewitt,Keanu Reeves,George Carlin,Alex Winter,Adventure Comedy Fantasy Music Sci-Fi,bill & ted's bogus journey,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1
Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,Comedy Drama Romance Thriller,man of the year,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1
Gary Nelson,Robert Forster,Maximilian Schell,Yvette Mimieux,Action Sci-Fi,the black hole,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1
Anton Corbijn,Violante Placido,Thekla Reuten,Filippo Timi,Crime Drama Thriller,the american,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1
Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,Biography Drama Music,selena,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1
Jason Friedberg,Diedrich Bader,Dave Foley,Anneliese van der Pol,Comedy,vampires suck,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1
Alejandro G. Iñárritu,Brad Pitt,Harriet Walter,Dermot Crowley,Drama,babel,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1
Shawn Levy,Tina Fey,Abigail Spencer,Jane Fonda,Comedy Drama,this is where i leave you,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1
John Patrick Shanley,Philip Seymour Hoffman,Meryl Streep,Carrie Preston,Drama Mystery,doubt,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1
Trey Parker,Jeremy Shada,Maurice LaMarche,Trey Parker,Action Comedy,team america: world police,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1
John Luessenhop,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,Horror Thriller,texas chainsaw 3d,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1
Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,Crime Drama Mystery Thriller,copycat,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1
Malcolm D. Lee,Marisa Saks,Snoop Dogg,Molly Shannon,Comedy,scary movie 5,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1
Joshua Logan,Clint Eastwood,Lee Marvin,Ray Walston,Comedy Drama Musical Romance Western,paint your wagon,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1
Gus Van Sant,James Franco,Denis O'Hare,Lucas Grabeel,Biography Drama History,milk,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1
Kevin Reynolds,Peter Firth,Jan Cornet,María Botto,Action Adventure Drama Mystery,risen,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1
Steve Beck,Isaiah Washington,Ron Eldard,Francesca Rettondini,Horror,ghost ship,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1
Todd Strauss-Schulson,Patton Oswalt,Thomas Lennon,Paula Garcés,Adventure Comedy,a very harold & kumar 3d christmas,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1
John McNaughton,Bill Murray,Robert Wagner,Jeff Perry,Crime Drama Mystery Thriller,wild things,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1
Nelson McCormick,Sela Ward,Paige Turco,Skyler Samuels,Crime Thriller,the stepfather,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1
John Madden,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,Drama Thriller,the debt,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1
Stephen Frears,Drake Bell,Lili Taylor,Lisa Bonet,Comedy Drama Music Romance,high fidelity,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1
Eric Valette,Johnny Lewis,Jason Beghe,Margaret Cho,Horror Mystery,one missed call,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1
John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,Crime Drama Thriller,eye for an eye,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1
Roger Donaldson,Jason Statham,Saffron Burrows,Daniel Mays,Crime Drama Romance Thriller,the bank job,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1
Michel Gondry,Kate Winslet,Kirsten Dunst,Tom Wilkinson,Drama Fantasy Romance Sci-Fi,eternal sunshine of the spotless mind,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1
Andy Fickman,Jamie Lee Curtis,James Wolk,Christine Lakin,Comedy Family Romance,you again,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1
David Ayer,Keanu Reeves,Chris Evans,Noel Gugliemi,Action Crime Drama Thriller,street kings,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1
Edgar Wright,Michael Smiley,Thomas Law,Jasper Levine,Action Comedy Sci-Fi,the world's end,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1
Andrew Fleming,Kay Panabaker,Laura Harring,Tate Donovan,Comedy Crime Family Mystery Romance Thriller,nancy drew,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1
Michael Spierig,Jay Laga'aia,Damien Garvey,Tiffany Lamb,Action Horror Sci-Fi Thriller,daybreakers,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1
Jim Field Smith,Mike Vogel,Kim Shaw,Geoff Stults,Comedy Romance,she's out of my league,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1
Thomas Bezucha,Leighton Meester,Luke Bracey,Brett Cullen,Adventure Comedy Family Romance,monte carlo,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1
William Brent Bell,Adam Goldberg,Frankie Muniz,Samaire Armstrong,Horror Thriller,stay alive,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1
Simon Wincer,Alan Rickman,Tom Selleck,Ben Mendelsohn,Action Adventure Drama Romance Western,quigley down under,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1
Anthony Bell,Kevin Sussman,Larry Miller,Christine Lakin,Adventure Animation Comedy Family Romance,alpha and omega,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1
Renny Harlin,Laura Ramsey,Kyle Schmid,Toby Hemingway,Action Fantasy Horror Thriller,the covenant,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1
Jessica Bendinger,Jeff Bridges,Vanessa Lengies,John Patrick Amedori,Comedy Drama Sport,stick it,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1
Robert Rodriguez,Jimmy Bennett,Leo Howard,Jake Short,Comedy Family Fantasy,shorts,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1
Gus Van Sant,Kurtwood Smith,Wayne Knight,Holland Taylor,Comedy Crime Drama,to die for,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1
Henry Joost,Samira Wiley,Marc John Jefferies,Emily Meade,Adventure Crime Mystery Sci-Fi Thriller,nerve,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1
Ed Harris,Viggo Mortensen,James Gammon,Tom Bower,Crime Drama Western,appaloosa,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1
John Carpenter,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,Action Horror Thriller,vampires,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1
unknown,Pablo Sevilla,unknown,unknown,Action Adventure Animation Family Fantasy,yu-gi-oh! duel monsters            ,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1
Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,Horror Mystery Thriller,psycho,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1
Howard Deutch,Dane Cook,Taran Killam,Riki Lindhome,Comedy Romance,my best friend's girl,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1
Shana Feste,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,Drama Romance,endless love,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1
Garry Marshall,Hector Elizondo,Zachary Gordon,Jane Fonda,Comedy Drama,georgia rule,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1
Steve Rash,Mako,Adam Arkin,Billy Barty,Comedy,under the rainbow,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1
Richard Donner,Matthew Broderick,John Wood,Leo McKern,Adventure Comedy Drama Fantasy,ladyhawke,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1
Mark Steven Johnson,Oliver Platt,Jan Hooks,Dana Ivey,Comedy Drama Family,simon birch,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1
Mike Binder,Adam Sandler,Don Cheadle,John de Lancie,Drama,reign over me,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1
Sean Penn,Kristen Stewart,William Hurt,Hal Holbrook,Adventure Biography Drama,into the wild,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1
Todd Phillips,Jon Heder,Sarah Silverman,Jacinda Barrett,Comedy,school for scoundrels,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1
Michael J. Bassett,Radha Mitchell,Deborah Kara Unger,Martin Donovan,Adventure Drama Horror Mystery Thriller,silent hill: revelation 3d,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1
Robert Rodriguez,Quentin Tarantino,Salma Hayek,Cheech Marin,Crime Fantasy Horror,from dusk till dawn,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1
Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,Animation Family Fantasy Mystery,pooh's heffalump movie,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1
Jodie Foster,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,Comedy Drama Romance,home for the holidays,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1
Stephen Chow,Shengyi Huang,Chi Ling Chiu,Qiu Yuen,Action Comedy Crime Fantasy,kung fu hustle,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1
unknown,Leah Remini,Mark Feuerstein,Sharon Lawrence,Comedy,fired up            ,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1
Peter Hastings,Haley Joel Osment,Alex Rocco,Stephen Root,Comedy Family Music Musical,the country bears,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1
Marc Forster,Mustafa Haidari,Shaun Toub,Khalid Abdalla,Drama,the kite runner,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1
Alejandro G. Iñárritu,Naomi Watts,Eddie Marsan,Danny Huston,Drama,21 grams,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1
Paul Abascal,Cole Hauser,Tom Hollander,Kelly Carlson,Action Crime Drama Thriller,paparazzi,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1
Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,Drama Fantasy Romance,twilight,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1
Chris Koch,Thomas Lennon,Lochlyn Munro,James Brolin,Comedy Romance,a guy thing,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1
Amy Heckerling,Andy Dick,Robert Miano,Zak Orth,Comedy Romance,loser,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1
Michael Moore,Ronald Reagan,Michael Moore,Bernie Sanders,Crime Documentary News,capitalism: a love story,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1
George Stevens,Martin Landau,Carroll Baker,José Ferrer,Biography Drama History,the greatest story ever told,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1
Billy Ray,Julia Roberts,Michael Kelly,Joe Cole,Crime Drama Mystery Thriller,secret in their eyes,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1
Jason Friedberg,Carmen Electra,Tony Cox,Ike Barinholtz,Comedy,disaster movie,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1
Nimród Antal,Andrew Fiscella,Fred Ward,Lorna Raver,Action Crime Thriller,armored,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1
Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley,Action Comedy Crime Thriller,the man who knew too little,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1
Mark Mylod,Chris Evans,Ari Graynor,Ed Begley Jr.,Comedy Romance,what's your number?,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1
James Mather,Joseph Gilgun,Vincent Regan,Jacky Ido,Action Adventure Sci-Fi Thriller,lockout,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1
Barry Levinson,Amy Poehler,Ariel Gade,Sam Lerner,Comedy,envy,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1
Mark Neveldine,Jason Statham,Clifton Collins Jr.,David Carradine,Action Crime Sci-Fi Thriller,crank: high voltage,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1
Woody Allen,Jim Broadbent,Chazz Palminteri,Dianne Wiest,Comedy Crime,bullets over broadway,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1
Michael O. Sajbel,James Callis,Tiffany Dupont,Nimrat Kaur,Biography Drama History,one night with the king,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1
Phillip Noyce,Brendan Fraser,Tzi Ma,Holmes Osborne,Drama Mystery Romance Thriller War,the quiet american,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1
Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,Comedy Drama,the weather man,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1
Walter Hill,Fisher Stevens,Wes Studi,Jon Seda,Action Crime Drama Sport,undisputed,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1
David Koepp,Aasif Mandvi,Dequina Moore,Jordan Carlos,Comedy Drama Fantasy Romance,ghost town,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1
Renny Harlin,Taylor Cole,Ashley Scott,Nick Gomez,Action Crime Thriller,12 rounds,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1
Matt Reeves,Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,Drama Fantasy Horror Mystery,let me in,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1
Charles T. Kanganis,Victor Wong,Dustin Nguyen,Don Stark,Action Comedy Family,3 ninjas kick back,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1
Michel Gondry,Quinton Aaron,Mia Farrow,Melonie Diaz,Comedy,be kind rewind,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1
Stephen Frears,Bob Hoskins,Christopher Guest,Sarah Solemani,Comedy Drama Music War,mrs henderson presents,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1
John Hillcoat,Kate Winslet,Norman Reedus,Clifton Collins Jr.,Action Crime Drama Thriller,triple 9,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1
Woody Allen,Woody Allen,Lynn Cohen,Judy Davis,Comedy,deconstructing harry,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1
Damon Santostefano,Matthew Perry,Oliver Platt,David Ramsey,Comedy Romance,three to tango,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1
John Wells,Bradley Cooper,Omar Sy,Riccardo Scamarcio,Comedy Drama,burnt,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1
Neil Jordan,Robert De Niro,Demi Moore,James Russo,Comedy Crime,we're no angels,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1
Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,Comedy Musical Romance,everyone says i love you,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1
Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,Comedy,death at a funeral,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1
James Wan,Aisha Tyler,Kelly Preston,Edi Gathegi,Action Crime Thriller,death sentence,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1
Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,Adventure Drama,everybody's fine,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1
Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,Comedy Family Sci-Fi,superbabies: baby geniuses 2,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1
Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice,Action Comedy Crime,the man,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1
Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,Action Comedy Crime,code name: the cleaner,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1
Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,Comedy Crime Music,connie and carla,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1
Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,Comedy Drama Music Musical Romance,sweet charity,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1
Paul Thomas Anderson,Martin Dew,Katherine Waterston,Serena Scott Thomas,Comedy Crime Drama Mystery Romance,inherent vice,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1
Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,Adventure Animation Comedy Family Fantasy,doogal,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1
Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,Drama Music,battle of the year,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1
unknown,LeVar Burton,Eric McCormack,Scott Wolf,Crime Drama Mystery Thriller,perception            ,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1
David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,Comedy Fantasy,an american carol,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1
